# File generated by CMD 3.7 (http://stev.oapd.inaf.it/cmd) on Fri Jun 28 02:49:43 UTC 2024
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system:  2MASS <i>JHK</i><sub>s</sub>
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Jmag    Hmag    Ksmag
0.00039019 -1.60000 10.07918 0.8085468411 2.4216771566    0.743  1.808  3.7559  2.477    4  0.000  0.526     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.453e-01 2.543e-01 7.186e-05 2.103e-05 1.824e-04 -1.000 4.189e-04 0.251 -0.854 -1.202 -1.254
0.00039019 -1.60000 10.07918 0.8085958362 2.4216938764    0.743  1.823  3.7518  2.445    4  0.000  0.526     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.453e-01 2.543e-01 7.186e-05 2.103e-05 1.824e-04 -1.000 4.188e-04 0.212 -0.911 -1.269 -1.323
0.00039019 -1.60000 10.07918 0.8086371422 2.4217079704    0.743  1.854  3.7452  2.388    4  0.000  0.526     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.453e-01 2.543e-01 7.186e-05 2.103e-05 1.824e-04 -1.000 4.188e-04 0.135 -1.016 -1.387 -1.445
0.00039019 -1.60000 10.07918 0.8086594939 2.4217155964    0.743  1.892  3.7381  2.321    4  0.000  0.526     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.453e-01 2.543e-01 7.186e-05 2.103e-05 1.824e-04 -1.000 4.188e-04 0.039 -1.142 -1.529 -1.591
0.00039019 -1.60000 10.07918 0.8086696267 2.4217190533    0.743  1.933  3.7316  2.254    4  0.000  0.526     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.453e-01 2.543e-01 7.186e-05 2.103e-05 1.824e-04 -1.000 4.188e-04 -0.062 -1.271 -1.673 -1.738
0.00039019 -1.60000 10.07918 0.8086741567 2.4217205987    0.743  1.973  3.7259  2.191    4  0.000  0.526     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.453e-01 2.543e-01 7.186e-05 2.103e-05 1.824e-04 -1.000 4.188e-04 -0.164 -1.397 -1.811 -1.879
0.00039019 -1.60000 10.07918 0.8086762428 2.4217213104    0.743  2.011  3.7214  2.136    4  0.000  0.526     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.453e-01 2.543e-01 7.186e-05 2.103e-05 1.824e-04 -1.000 4.188e-04 -0.257 -1.509 -1.934 -2.004
0.00039019 -1.60000 10.07918 0.8086771369 2.4217216154    0.743  2.034  3.7189  2.103    7  0.000  0.526     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.453e-01 2.543e-01 7.186e-05 2.103e-05 1.824e-04 -1.000 4.188e-04 -0.315 -1.577 -2.008 -2.079
0.00039019 -1.60000 10.07918 0.8086781502 2.4217219611    0.743  2.074  3.7153  2.049    7  0.000  0.526     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.453e-01 2.543e-01 7.186e-05 2.103e-05 1.824e-04 -1.000 4.188e-04 -0.414 -1.691 -2.130 -2.203
0.00039019 -1.60000 10.07918 0.8086791635 2.4217223068    0.743  2.111  3.7121  1.999    7  0.000  0.526     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.453e-01 2.543e-01 7.186e-05 2.103e-05 1.824e-04 -1.000 4.188e-04 -0.507 -1.798 -2.244 -2.319
0.00039019 -1.60000 10.07918 0.8086801171 2.4217226321    0.743  2.136  3.7101  1.965    7  0.000  0.526     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.453e-01 2.543e-01 7.186e-05 2.103e-05 1.824e-04 -1.000 4.189e-04 -0.571 -1.870 -2.322 -2.397
0.00039019 -1.60000 10.07918 0.8086810708 2.4217229575    0.743  2.156  3.7087  1.940    7  0.000  0.526     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.453e-01 2.543e-01 7.186e-05 2.103e-05 1.824e-04 -1.000 4.188e-04 -0.619 -1.924 -2.379 -2.455
0.00039019 -1.60000 10.07918 0.8086825013 2.4217234455    0.743  2.164  3.7081  1.930    7  0.000  0.526     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.453e-01 2.543e-01 7.186e-05 2.103e-05 1.824e-04 -1.000 4.189e-04 -0.640 -1.948 -2.404 -2.480
0.00039019 -1.60000 10.07918 0.8086851239 2.4217243402    0.743  2.156  3.7088  1.940    7  0.000  0.526     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.453e-01 2.543e-01 7.186e-05 2.103e-05 1.824e-04 -1.000 4.188e-04 -0.620 -1.924 -2.380 -2.455
0.00039019 -1.60000 10.07918 0.8086895347 2.4217258449    0.743  2.143  3.7098  1.957    7  0.000  0.526     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.453e-01 2.543e-01 7.186e-05 2.103e-05 1.824e-04 -1.000 4.188e-04 -0.587 -1.887 -2.340 -2.415
0.00039019 -1.60000 10.07918 0.8087161779 2.4217349336    0.743  2.157  3.7084  1.937    7  0.000  0.526     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.453e-01 2.543e-01 7.186e-05 2.103e-05 1.824e-04 -1.000 4.188e-04 -0.623 -1.930 -2.386 -2.462
0.00039019 -1.60000 10.07918 0.8087324500 2.4217404841    0.743  2.175  3.7068  1.913    7  0.000  0.526     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.453e-01 2.543e-01 7.186e-05 2.103e-05 1.824e-04 -1.000 4.189e-04 -0.669 -1.982 -2.442 -2.518
0.00039019 -1.60000 10.07918 0.8087520599 2.4217471728    0.743  2.217  3.7035  1.858    7  0.000  0.526     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.453e-01 2.543e-01 7.186e-05 2.103e-05 1.824e-04 -1.000 4.188e-04 -0.773 -2.100 -2.569 -2.647
0.00039019 -1.60000 10.07918 0.8087720871 2.4217540034    0.743  2.263  3.7001  1.798    7  0.000  0.526     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.453e-01 2.543e-01 7.186e-05 2.103e-05 1.824e-04 -1.000 4.188e-04 -0.888 -2.229 -2.707 -2.787
0.00039019 -1.60000 10.07918 0.8087901473 2.4217601629    0.743  2.307  3.6969  1.742    7  0.000  0.526     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.453e-01 2.543e-01 7.186e-05 2.103e-05 1.824e-04 -1.000 4.188e-04 -0.997 -2.352 -2.838 -2.920
0.00039019 -1.60000 10.07918 0.8088061213 2.4217656106    0.743  2.350  3.6938  1.687    7  0.000  0.526     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.453e-01 2.543e-01 7.186e-05 2.103e-05 1.824e-04 -1.000 4.121e-04 -1.104 -2.471 -2.966 -3.049
0.00039019 -1.60000 10.07918 0.8088202477 2.4217704279    0.743  2.392  3.6908  1.633    7  0.000  0.526     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.453e-01 2.543e-01 7.184e-05 2.103e-05 1.824e-04 -1.000 4.100e-04 -1.209 -2.588 -3.092 -3.176
0.00039019 -1.60000 10.07918 0.8088326454 2.4217746556    0.743  2.434  3.6879  1.579    7  0.000  0.525     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.453e-01 2.543e-01 7.178e-05 2.105e-05 1.824e-04 -1.000 4.101e-04 -1.314 -2.705 -3.217 -3.303
0.00039019 -1.60000 10.07918 0.8088436127 2.4217783954    0.743  2.475  3.6850  1.526    7  0.000  0.523     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.453e-01 2.543e-01 7.156e-05 2.118e-05 1.824e-04 -1.000 4.108e-04 -1.418 -2.820 -3.342 -3.429
0.00039019 -1.60000 10.07918 0.8088535666 2.4217817895    0.743  2.517  3.6820  1.472    7  0.000  0.517     6.94     5.51     3.91     3.03     2.45  3    -1e-30      0.00 7.453e-01 2.543e-01 7.096e-05 2.165e-05 1.824e-04 -1.000 4.188e-04 -1.523 -2.939 -3.469 -3.555
0.00039019 -1.60000 10.07918 0.8088627458 2.4217849194    0.743  2.559  3.6790  1.418    7  0.000  0.508     7.78     6.08     4.29     3.33     2.69  3    -1e-30      0.00 7.452e-01 2.543e-01 6.978e-05 2.284e-05 1.824e-04 -1.000 4.188e-04 -1.628 -3.058 -3.596 -3.682
0.00039019 -1.60000 10.07918 0.8088712096 2.4217878053    0.743  2.602  3.6759  1.363    7  0.000  0.496     8.74     6.71     4.72     3.66     2.96  3    -1e-30      0.00 7.452e-01 2.544e-01 6.814e-05 2.474e-05 1.824e-04 -1.000 4.188e-04 -1.734 -3.178 -3.724 -3.811
0.00039019 -1.60000 10.07918 0.8088791966 2.4217905285    0.743  2.645  3.6728  1.308    7  0.000  0.483     9.84     7.42     5.19     4.04     3.27  3    -1e-30      0.00 7.451e-01 2.544e-01 6.646e-05 2.679e-05 1.824e-04 -1.000 4.087e-04 -1.841 -3.300 -3.854 -3.941
0.00039019 -1.60000 10.07918 0.8088867068 2.4217930892    0.743  2.688  3.6696  1.252    7  0.000  0.472    11.08     8.20     5.71     4.45     3.60  2    -1e-30      0.00 7.451e-01 2.545e-01 6.495e-05 2.864e-05 1.824e-04 -1.000 4.188e-04 -1.949 -3.422 -3.984 -4.071
0.00039019 -1.60000 10.07918 0.8088939786 2.4217955684    0.743  2.730  3.6665  1.197    7  0.000  0.463    12.46     9.06     6.28     4.91     3.97  2    -1e-30      0.00 7.450e-01 2.546e-01 6.366e-05 3.022e-05 1.823e-04 -1.000 4.188e-04 -2.056 -3.543 -4.113 -4.201
0.00039019 -1.60000 10.07918 0.8089008927 2.4217979257    0.743  2.773  3.6633  1.142    7  0.000  0.455    14.01    10.02     6.91     5.40     4.37  2    -1e-30      0.00 7.449e-01 2.547e-01 6.258e-05 3.154e-05 1.823e-04 -1.000 4.188e-04 -2.162 -3.664 -4.242 -4.330
0.00039019 -1.60000 10.07918 0.8089071512 2.4218000594    0.743  2.815  3.6601  1.087    7  0.000  0.449    15.75    11.06     7.60     5.95     4.82  2    -1e-30      0.00 7.448e-01 2.548e-01 6.164e-05 3.270e-05 1.823e-04 -1.000 4.188e-04 -2.267 -3.784 -4.371 -4.459
0.00039019 -1.60000 10.07918 0.8089123368 2.4218018273    0.743  2.854  3.6571  1.035    7  0.000  0.443    17.57    12.14     8.30     6.51     5.27  2    -1e-30      0.00 7.447e-01 2.549e-01 6.088e-05 3.364e-05 1.822e-04 -1.000 4.188e-04 -2.366 -3.895 -4.490 -4.580
0.00039019 -1.60000 10.07918 0.8089167476 2.4218033310    0.743  2.894  3.6541  0.984    7  0.000  0.439    19.60    13.32     9.08     7.12     5.77  2    -1e-30      0.00 7.445e-01 2.551e-01 6.022e-05 3.445e-05 1.821e-04 -1.000 4.188e-04 -2.464 -4.004 -4.608 -4.700
0.00039019 -1.60000 10.07918 0.8089205027 2.4218046112    0.743  2.934  3.6510  0.932    7  0.000  0.435    21.91    14.64     9.93     7.81     6.33  2    -1e-30      0.00 7.444e-01 2.552e-01 5.962e-05 3.521e-05 1.820e-04 -1.000 4.088e-04 -2.564 -4.115 -4.729 -4.823
0.00039019 -1.60000 10.07918 0.8089240789 2.4218058304    0.743  2.977  3.6475  0.874    7  0.000  0.431    24.74    16.24    10.97     8.63     7.00  1    -1e-30      0.00 7.442e-01 2.553e-01 5.907e-05 3.592e-05 1.819e-04 -1.000 4.187e-04 -2.672 -4.235 -4.860 -4.956
0.00039019 -1.60000 10.07918 0.8089275956 2.4218070293    0.743  3.024  3.6438  0.813    7  0.000  0.429    28.20    18.15    12.19     9.62     7.80  1    -1e-30      0.00 7.441e-01 2.555e-01 5.862e-05 3.652e-05 1.817e-04 -1.000 4.188e-04 -2.789 -4.363 -5.000 -5.100
0.00039019 -1.60000 10.07918 0.8089307547 2.4218081062    0.743  3.072  3.6399  0.748    7  0.000  0.427    32.35    20.39    13.63    10.77     8.73  1    -1e-30      0.00 7.440e-01 2.556e-01 5.827e-05 3.706e-05 1.814e-04 -1.000 4.188e-04 -2.911 -4.498 -5.148 -5.251
0.00039019 -1.60000 10.07918 0.8089318871 2.4218084923    0.743  3.101  3.6375  0.710    7  0.000  0.426    35.07    21.84    14.55    11.51     9.34  1    -1e-30      0.00 7.439e-01 2.557e-01 5.813e-05 3.730e-05 1.813e-04 -1.000 4.188e-04 -2.982 -4.576 -5.234 -5.339
0.00039019 -1.60000 10.07918 0.8089321256 2.4218085736    0.743  3.113  3.6365  0.694    7  0.000  0.425    36.32    22.50    14.97    11.85     9.61  1    -1e-30      0.00 7.439e-01 2.557e-01 5.807e-05 3.741e-05 1.813e-04 -1.000 4.188e-04 -3.013 -4.610 -5.272 -5.377
0.00039019 -1.60000 10.07918 0.8089324236 2.4218086752    0.743  3.134  3.6349  0.667    7  0.000  0.425    38.45    23.62    15.68    12.41    10.07  1    -1e-30      0.00 7.438e-01 2.558e-01 5.797e-05 3.767e-05 1.811e-04 -1.000 4.188e-04 -3.064 -4.666 -5.333 -5.440
0.00039019 -1.60000 10.07918 0.8089329004 2.4218088377    0.743  3.161  3.6326  0.630    7  0.000  0.424    41.58    25.24    16.71    13.24    10.75  1    -1e-30      0.00 7.436e-01 2.560e-01 5.765e-05 3.830e-05 1.807e-04 -1.000 4.188e-04 -3.133 -4.742 -5.416 -5.525
0.00039019 -1.60000 10.07918 0.8089331388 2.4218089190    0.743  3.179  3.6310  0.606    7  0.541  0.422    43.81    26.39    17.43    13.82    11.22  1    -1e-30      0.00 7.435e-01 2.561e-01 5.732e-05 3.893e-05 1.803e-04 -1.000 4.188e-04 -3.179 -4.792 -5.472 -5.582
0.00039019 -1.60000 10.07918 0.8089331985 2.4218089393    0.743  3.361  3.6172  0.369    8  0.541  0.401    72.50    40.48    26.23    20.93    17.01  1 -9.17e-07      0.00 7.350e-01 2.647e-01 5.376e-05 4.881e-05 1.813e-04 -1.000 3.146e-04 -3.632 -5.283 -6.011 -6.137
0.00039019 -1.60000 10.07918 0.8089332581 2.4218089596    0.743  3.196  3.6291  0.581    8  0.541  0.395    46.17    27.59    18.19    14.43    11.72  1 -4.31e-07      0.00 7.350e-01 2.647e-01 5.376e-05 4.881e-05 1.813e-04 -1.000 3.146e-04 -3.221 -4.839 -5.526 -5.638
0.00039019 -1.60000 10.07918 0.8089333177 2.4218089800    0.742  3.050  3.6418  0.778    8  0.541  0.395    30.38    19.33    12.95    10.22     8.29  1 -2.19e-07      0.00 7.350e-01 2.647e-01 5.376e-05 4.881e-05 1.813e-04 -1.000 3.146e-04 -2.854 -4.435 -5.079 -5.180
0.00039019 -1.60000 10.07918 0.8089334965 2.4218090409    0.740  2.853  3.6587  1.041    8  0.542  0.395    17.35    12.01     8.22     6.44     5.22  2 -8.82e-08      0.00 7.350e-01 2.647e-01 5.376e-05 4.881e-05 1.813e-04 -1.000 3.146e-04 -2.363 -3.887 -4.477 -4.566
0.00039019 -1.60000 10.07918 0.8089337349 2.4218091222    0.737  2.859  3.6581  1.031    8  0.542  0.395    17.68    12.20     8.35     6.55     5.30  2 -9.15e-08      0.00 7.350e-01 2.647e-01 5.376e-05 4.881e-05 1.813e-04 -1.000 3.146e-04 -2.377 -3.903 -4.495 -4.584
0.00039019 -1.60000 10.07918 0.8089340329 2.4218092238    0.733  2.956  3.6497  0.898    8  0.542  0.395    23.46    15.51    10.49     8.26     6.69  1 -1.46e-07      0.00 7.350e-01 2.647e-01 5.376e-05 4.881e-05 1.813e-04 -1.000 3.146e-04 -2.620 -4.176 -4.794 -4.889
0.00039019 -1.60000 10.07918 0.8089344501 2.4218093660    0.729  3.116  3.6358  0.680    8  0.542  0.395    37.25    22.96    15.26    12.08     9.80  1 -3.13e-07      0.00 7.350e-01 2.647e-01 5.376e-05 4.881e-05 1.813e-04 -1.000 3.146e-04 -3.019 -4.619 -5.282 -5.389
0.00039019 -1.60000 10.07918 0.8089348674 2.4218095083    0.724  3.254  3.6237  0.490    8  0.543  0.395    55.75    32.31    21.14    16.83    13.66  1 -6.07e-07      0.00 7.350e-01 2.647e-01 5.376e-05 4.881e-05 1.813e-04 -1.000 3.147e-04 -3.366 -4.998 -5.705 -5.822
0.00039019 -1.60000 10.07918 0.8089353442 2.4218096708    0.718  3.346  3.6156  0.363    8  0.543  0.395    73.06    40.60    26.29    21.00    17.06  1 -9.47e-07      0.00 7.350e-01 2.647e-01 5.376e-05 4.881e-05 1.813e-04 -1.000 3.147e-04 -3.595 -5.249 -5.983 -6.111
0.00039019 -1.60000 10.07918 0.8089358807 2.4218098537    0.712  3.397  3.6111  0.290    8  0.544  0.395    85.24    46.22    29.74    23.82    19.35  1 -1.23e-06      0.00 7.350e-01 2.647e-01 5.376e-05 4.881e-05 1.813e-04 -1.000 3.146e-04 -3.723 -5.387 -6.138 -6.271
0.00039019 -1.60000 10.07918 0.8089365363 2.4218100772    0.705  3.424  3.6086  0.249    8  0.544  0.395    92.83    49.62    31.83    25.52    20.74  1 -1.42e-06      0.00 7.350e-01 2.647e-01 5.376e-05 4.881e-05 1.813e-04 -1.000 3.146e-04 -3.789 -5.459 -6.219 -6.355
0.00039019 -1.60000 10.07918 0.8089371920 2.4218103007    0.697  3.441  3.6070  0.220    8  0.545  0.395    98.49    52.10    33.33    26.76    21.75  1 -1.59e-06      0.00 7.350e-01 2.647e-01 5.376e-05 4.881e-05 1.813e-04 -1.000 3.146e-04 -3.832 -5.505 -6.272 -6.410
0.00039019 -1.60000 10.07918 0.8089400530 2.4218112760    0.546 -9.999  4.0000  1.753    9  0.547  0.000     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.350e-01 2.647e-01 5.376e-05 4.881e-05 1.813e-04 -1.000 3.145e-04 29.767 30.060 30.078 30.083
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Jmag    Hmag    Ksmag
0.00061788 -1.40000 10.07918 0.0900000036 1.0816895926    0.090 -3.191  3.4693  5.413    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -5.3e-17      0.00 7.476e-01 2.518e-01 1.174e-04 3.167e-05 2.872e-04 -1.000 6.528e-04 12.748 10.679 10.373 10.275
0.00061788 -1.40000 10.07918 0.0979109034 1.1534146523    0.098 -2.969  3.5009  5.354    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.07e-17      0.00 7.463e-01 2.531e-01 1.174e-04 3.167e-05 2.872e-04 -1.000 6.527e-04 12.194 10.233 9.809 9.680
0.00061788 -1.40000 10.07918 0.1000000015 1.1711064122    0.100 -2.914  3.5089  5.339    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.04e-16      0.00 7.459e-01 2.534e-01 1.174e-04 3.167e-05 2.872e-04 -1.000 6.527e-04 12.055 10.120 9.675 9.538
0.00061788 -1.40000 10.07918 0.1199999973 1.3193154249    0.120 -2.629  3.5405  5.260    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -2e-16      0.00 7.434e-01 2.559e-01 1.174e-04 3.167e-05 2.872e-04 -1.000 6.526e-04 11.342 9.512 9.003 8.842
0.00061788 -1.40000 10.07918 0.1333707124 1.4015536077    0.133 -2.504  3.5512  5.224    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.63e-16      0.00 7.421e-01 2.572e-01 1.174e-04 3.167e-05 2.872e-04 -1.000 6.526e-04 11.031 9.234 8.712 8.544
0.00061788 -1.40000 10.07918 0.1400000006 1.4384526719    0.140 -2.447  3.5561  5.208    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.99e-16      0.00 7.415e-01 2.578e-01 1.174e-04 3.167e-05 2.872e-04 -1.000 6.527e-04 10.888 9.107 8.580 8.408
0.00061788 -1.40000 10.07918 0.1599999964 1.5372931554    0.160 -2.306  3.5664  5.165    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.06e-16      0.00 7.402e-01 2.592e-01 1.174e-04 3.167e-05 2.872e-04 -1.000 6.527e-04 10.534 8.786 8.249 8.070
0.00061788 -1.40000 10.07918 0.2000000179 1.6938791367    0.200 -2.084  3.5799  5.095    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.43e-16      0.00 7.389e-01 2.604e-01 1.174e-04 3.167e-05 2.872e-04 -1.000 6.527e-04 9.980 8.274 7.727 7.540
0.00061788 -1.40000 10.07918 0.2500000000 1.8403257998    0.250 -1.880  3.5910  5.032    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.23e-16      0.00 7.388e-01 2.605e-01 1.174e-04 3.167e-05 2.872e-04 -1.000 6.527e-04 9.470 7.796 7.244 7.055
0.00061788 -1.40000 10.07918 0.3000000417 1.9529140366    0.300 -1.724  3.5995  4.990    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.34e-16      0.00 7.390e-01 2.603e-01 1.173e-04 3.167e-05 2.872e-04 -1.000 6.527e-04 9.081 7.431 6.877 6.689
0.00061788 -1.40000 10.07918 0.3499999940 2.0434174644    0.350 -1.598  3.6068  4.960    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.78e-15      0.00 7.419e-01 2.575e-01 1.173e-04 3.167e-05 2.872e-04 -1.000 6.527e-04 8.765 7.135 6.579 6.396
0.00061788 -1.40000 10.07918 0.4000000060 2.1185024399    0.400 -1.453  3.6181  4.917    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.44e-15      0.00 7.499e-01 2.495e-01 1.174e-04 3.167e-05 2.872e-04 -1.000 6.528e-04 8.401 6.800 6.242 6.071
0.00061788 -1.40000 10.07918 0.4500000179 2.1822809362    0.450 -1.277  3.6366  4.866    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.66e-15      0.00 7.499e-01 2.494e-01 1.174e-04 3.167e-05 2.872e-04 -1.000 6.526e-04 7.962 6.410 5.853 5.705
0.00061788 -1.40000 10.07918 0.5000000000 2.2374541529    0.500 -1.078  3.6636  4.821    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.78e-15      0.00 7.499e-01 2.494e-01 1.174e-04 3.167e-05 2.872e-04 -1.000 6.526e-04 7.464 5.989 5.462 5.342
0.00061788 -1.40000 10.07918 0.5500000715 2.2836583126    0.550 -0.860  3.6905  4.752    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -9.83e-15      0.00 7.844e-01 2.151e-01 1.023e-04 2.761e-05 2.506e-04 -1.000 5.334e-04 6.920 5.537 5.069 4.968
0.00061788 -1.40000 10.07918 0.6000000238 2.3211213258    0.600 -0.651  3.7187  4.693    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.63e-14      0.00 7.947e-01 2.048e-01 9.810e-05 2.650e-05 2.406e-04 -1.000 5.378e-04 6.397 5.121 4.719 4.635
0.00061788 -1.40000 10.07918 0.6117137074 2.3288860041    0.611 -0.600  3.7260  4.680    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -1.84e-14      0.00 7.975e-01 2.020e-01 9.696e-05 2.619e-05 2.379e-04 -1.000 5.453e-04 6.270 5.025 4.638 4.558
0.00061788 -1.40000 10.07918 0.6233879924 2.3362916310    0.623 -0.549  3.7333  4.667    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.06e-14      0.00 8.003e-01 1.992e-01 9.580e-05 2.588e-05 2.351e-04 -1.000 5.494e-04 6.142 4.927 4.555 4.479
0.00061788 -1.40000 10.07918 0.6346924901 2.3431649256    0.634 -0.499  3.7402  4.652    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -1.45e-14      0.00 8.032e-01 1.963e-01 9.463e-05 2.557e-05 2.322e-04 -1.000 5.222e-04 6.018 4.831 4.473 4.401
0.00061788 -1.40000 10.07918 0.6452073455 2.3493101017    0.645 -0.453  3.7465  4.638    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1  -8.6e-16      0.00 8.060e-01 1.935e-01 9.348e-05 2.527e-05 2.295e-04 -1.000 5.222e-04 5.901 4.743 4.395 4.327
0.00061788 -1.40000 10.07918 0.6499999762 2.3520353107    0.650 -0.431  3.7494  4.631    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.79e-14      0.00 8.073e-01 1.922e-01 9.295e-05 2.513e-05 2.282e-04 -1.000 5.222e-04 5.848 4.703 4.359 4.293
0.00061788 -1.40000 10.07918 0.6611981392 2.3582261345    0.661 -0.381  3.7555  4.613    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -3.17e-14      0.00 8.111e-01 1.884e-01 9.143e-05 2.473e-05 2.247e-04 -1.000 5.221e-04 5.722 4.606 4.272 4.210
0.00061788 -1.40000 10.07918 0.6733024120 2.3646522639    0.673 -0.325  3.7619  4.591    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -3.66e-14      0.00 8.154e-01 1.841e-01 8.970e-05 2.426e-05 2.205e-04 -1.000 5.197e-04 5.583 4.498 4.174 4.117
0.00061788 -1.40000 10.07918 0.6844217777 2.3703257369    0.684 -0.273  3.7676  4.569    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -3.11e-14      0.00 8.197e-01 1.798e-01 8.802e-05 2.382e-05 2.165e-04 -1.000 5.018e-04 5.453 4.396 4.080 4.027
0.00061788 -1.40000 10.07918 0.6950234175 2.3755410930    0.695 -0.222  3.7729  4.546    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -1.57e-14      0.00 8.240e-01 1.756e-01 8.632e-05 2.337e-05 2.125e-04 -1.000 4.514e-04 5.326 4.295 3.986 3.938
0.00061788 -1.40000 10.07918 0.6999999881 2.3779266974    0.700 -0.198  3.7753  4.534    1  0.000  0.541     0.00     0.00     0.00     0.00     0.00 -1 -5.13e-14      0.00 8.261e-01 1.735e-01 8.550e-05 2.315e-05 2.105e-04 -1.000 4.391e-04 5.264 4.246 3.941 3.895
0.00061788 -1.40000 10.07918 0.7032481432 2.3794628315    0.703 -0.182  3.7769  4.526    1  0.000  0.541     0.00     0.00     0.00     0.00     0.00 -1 -5.36e-14      0.00 8.278e-01 1.718e-01 8.475e-05 2.296e-05 2.089e-04 -1.000 4.331e-04 5.224 4.213 3.911 3.865
