# Combined PARSEC isochrone (>= 0.09 Msun) and Baraffe et al. 2003, A&A, 402, 701's isochrone (M <= 0.08 Msun)
# References for the PARSEC isochrone : 
# Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Note that W146 mag for M <= 0.08 Msun is just given by (J + 0.021)
#       Mini     MPD      Rad   MJ_2M   MH_2M   MK_2M   MZ087   MW146   MF213  MHw JH JKs HKs medianJ medianH medianKs sigmaJ sigmaH sigmaKs maxJ maxH maxKs minJ minH minKs medianJH medianJKs medianHKs sigmaJH sigmaJKs sigmaHKs maxJH maxJKs maxHKs minJH minJKs minHKs counts
0.0030000000  0.0030    0.104  37.358  34.544  54.256  99.000  37.461  99.000  36.491  2.814 -16.898 -19.712 37.358  34.544  54.256  0.300  0.300  0.300  999.000  999.000  999.000 -999.000 -999.000 -999.000 2.814 -16.898 -19.712 0.200 0.200 0.200 10.000 10.000 10.000 -10.000 -10.000 -10.000 0.
0.0040000000  0.0040    0.104  35.127  33.108  51.086  99.000  35.230  99.000  34.557  2.019 -15.959 -17.978 35.127  33.108  51.086  0.300  0.300  0.300  999.000  999.000  999.000 -999.000 -999.000 -999.000 2.019 -15.959 -17.978 0.200 0.200 0.200 10.000 10.000 10.000 -10.000 -10.000 -10.000 0.
0.0050000000  0.0050    0.103  33.228  31.766  48.236  99.000  33.331  99.000  32.842  1.462 -15.008 -16.470 33.228  31.766  48.236  0.300  0.300  0.300  999.000  999.000  999.000 -999.000 -999.000 -999.000 1.462 -15.008 -16.470 0.200 0.200 0.200 10.000 10.000 10.000 -10.000 -10.000 -10.000 0.
0.0060000000  0.0060    0.102  31.448  30.472  45.506  99.000  31.551  99.000  31.205  0.976 -14.058 -15.034 31.448  30.472  45.506  0.300  0.300  0.300  999.000  999.000  999.000 -999.000 -999.000 -999.000 0.976 -14.058 -15.034 0.200 0.200 0.200 10.000 10.000 10.000 -10.000 -10.000 -10.000 0.
0.0070000000  0.0070    0.102  29.815  29.276  42.986  99.000  29.918  99.000  29.689  0.539 -13.171 -13.710 29.815  29.276  42.986  0.300  0.300  0.300  999.000  999.000  999.000 -999.000 -999.000 -999.000 0.539 -13.171 -13.710 0.200 0.200 0.200 10.000 10.000 10.000 -10.000 -10.000 -10.000 0.
0.0080000000  0.0080    0.101  28.310  28.147  40.636  99.000  28.413  99.000  28.274  0.163 -12.326 -12.489 28.310  28.147  40.636  0.300  0.300  0.300  999.000  999.000  999.000 -999.000 -999.000 -999.000 0.163 -12.326 -12.489 0.200 0.200 0.200 10.000 10.000 10.000 -10.000 -10.000 -10.000 0.
0.0090000000  0.0090    0.100  26.971  27.124  38.526  99.000  27.074  99.000  27.003  -0.153 -11.555 -11.402 26.971  27.124  38.526  0.300  0.300  0.300  999.000  999.000  999.000 -999.000 -999.000 -999.000 -0.153 -11.555 -11.402 0.200 0.200 0.200 10.000 10.000 10.000 -10.000 -10.000 -10.000 0.
0.0100000000  0.0100    0.099  25.729  26.180  36.566  99.000  25.832  99.000  25.820  -0.451 -10.837 -10.386 25.729  26.180  36.566  0.300  0.300  0.300  999.000  999.000  999.000 -999.000 -999.000 -999.000 -0.451 -10.837 -10.386 0.200 0.200 0.200 10.000 10.000 10.000 -10.000 -10.000 -10.000 0.
0.0120000000  0.0120    0.098  23.498  24.425  33.036  99.000  23.601  99.000  23.671  -0.927 -9.538 -8.611 23.498  24.425  33.036  0.300  0.300  0.300  999.000  999.000  999.000 -999.000 -999.000 -999.000 -0.927 -9.538 -8.611 0.200 0.200 0.200 10.000 10.000 10.000 -10.000 -10.000 -10.000 0.
0.0150000000  0.0150    0.096  22.228  23.149  30.436  99.000  22.331  99.000  22.401  -0.921 -8.208 -7.287 22.228  23.149  30.436  0.300  0.300  0.300  999.000  999.000  999.000 -999.000 -999.000 -999.000 -0.921 -8.208 -7.287 0.200 0.200 0.200 10.000 10.000 10.000 -10.000 -10.000 -10.000 0.
0.0200000000  0.0200    0.093  20.922  21.596  26.996  99.000  21.025  99.000  21.054  -0.674 -6.074 -5.400 20.922  21.596  26.996  0.300  0.300  0.300  999.000  999.000  999.000 -999.000 -999.000 -999.000 -0.674 -6.074 -5.400 0.200 0.200 0.200 10.000 10.000 10.000 -10.000 -10.000 -10.000 0.
0.0300000000  0.0300    0.088  19.522  19.608  22.566  99.000  19.625  99.000  19.540  -0.086 -3.044 -2.958 19.522  19.608  22.566  0.300  0.300  0.300  999.000  999.000  999.000 -999.000 -999.000 -999.000 -0.086 -3.044 -2.958 0.200 0.200 0.200 10.000 10.000 10.000 -10.000 -10.000 -10.000 0.
0.0400000000  0.0400    0.083  18.200  18.291  19.966  99.000  18.303  99.000  18.219  -0.091 -1.766 -1.675 18.200  18.291  19.966  0.300  0.300  0.300  999.000  999.000  999.000 -999.000 -999.000 -999.000 -0.091 -1.766 -1.675 0.200 0.200 0.200 10.000 10.000 10.000 -10.000 -10.000 -10.000 0.
0.0500000000  0.0500    0.079  17.009  17.161  18.046  99.000  17.112  99.000  17.041  -0.152 -1.037 -0.885 17.009  17.161  18.046  0.300  0.300  0.300  999.000  999.000  999.000 -999.000 -999.000 -999.000 -0.152 -1.037 -0.885 0.200 0.200 0.200 10.000 10.000 10.000 -10.000 -10.000 -10.000 0.
0.0600000000  0.0600    0.076  15.974  16.174  16.526  99.000  16.077  99.000  16.016  -0.200 -0.552 -0.352 15.974  16.174  16.526  0.300  0.300  0.300  999.000  999.000  999.000 -999.000 -999.000 -999.000 -0.200 -0.552 -0.352 0.200 0.200 0.200 10.000 10.000 10.000 -10.000 -10.000 -10.000 0.
0.0700000000  0.0700    0.078  14.334  14.436  14.336  99.000  14.437  99.000  14.356  -0.102 -0.002 0.100 14.334  14.436  14.336  0.300  0.300  0.300  999.000  999.000  999.000 -999.000 -999.000 -999.000 -0.102 -0.002 0.100 0.200 0.200 0.200 10.000 10.000 10.000 -10.000 -10.000 -10.000 0.
0.0720000000  0.0720    0.081  13.407  13.415  13.336  99.000  13.510  99.000  13.409  -0.008 0.071 0.079 13.407  13.415  13.336  0.300  0.300  0.300  999.000  999.000  999.000 -999.000 -999.000 -999.000 -0.008 0.071 0.079 0.200 0.200 0.200 10.000 10.000 10.000 -10.000 -10.000 -10.000 0.
0.0750000000  0.0750    0.089  12.217  11.958  11.786  99.000  12.320  99.000  12.159  0.259 0.431 0.172 12.217  11.958  11.786  0.300  0.300  0.300  999.000  999.000  999.000 -999.000 -999.000 -999.000 0.259 0.431 0.172 0.200 0.200 0.200 10.000 10.000 10.000 -10.000 -10.000 -10.000 0.
0.0800000000  0.0800    0.099  11.427  11.070  10.796  99.000  11.530  99.000  11.345  0.357 0.631 0.274 11.427  11.070  10.796  0.300  0.300  0.300  999.000  999.000  999.000 -999.000 -999.000 -999.000 0.357 0.631 0.274 0.200 0.200 0.200 10.000 10.000 10.000 -10.000 -10.000 -10.000 0.
# logAge=  10.07918  is picked from isochrones/CMD-3.6-thick2_2MASS.dat and isochrones/CMD-3.6-thick2_Roman.dat
0.0900000036  0.0900    0.107  10.774  10.395  10.226  12.184  10.877  10.284  10.687  0.379 0.548 0.169 10.774  10.395  10.226  0.300  0.300  0.300  999.000  999.000  999.000 -999.000 -999.000 -999.000 0.379 0.548 0.169 0.200 0.200 0.200 10.000 10.000 10.000 -10.000 -10.000 -10.000 0.
0.0923040137  0.0920    0.110  10.663  10.265  10.091  12.030  10.750  10.149  10.571  0.398 0.572 0.174 10.663  10.265  10.091  0.300  0.300  0.300  999.000  999.000  999.000 -999.000 -999.000 -999.000 0.398 0.572 0.174 0.200 0.200 0.200 10.000 10.000 10.000 -10.000 -10.000 -10.000 0.
