#Mini MPD Rad MV_j MI_c MJ_2M MH_2M MK_2M MHw sigmaJ sigmaH sigmaKs minJ minH minKs maxJ maxH maxKs
0.0005  0.0005  0.105  56.3  46.6  36.588  32.592  51.596  35.205  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.001  0.001  0.109  47.57  38.99  30.922  28.788  43.206  30.312  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.002  0.002  0.112  37.05  30.06  24.532  24.38  33.996  24.498  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.003  0.003  0.113  32.02  25.75  21.622  22.098  29.006  21.718  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.004  0.004  0.114  30.65  24.16  20.668  20.924  26.426  20.721  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.005  0.005  0.113  29.6  22.94  19.92  19.999  24.516  19.937  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.006  0.006  0.113  29.16  22.39  19.409  19.421  23.076  19.412  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.007  0.007  0.112  28.71  21.8  18.919  18.842  21.656  18.902  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.008  0.008  0.111  28.4  21.41  18.496  18.405  20.716  18.476  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.009  0.009  0.11  28.14  21.07  18.076  17.994  19.926  18.058  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.01  0.01  0.11  27.91  20.77  17.683  17.623  19.196  17.67  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.012  0.012  0.11  27.2  19.91  16.318  16.28  16.796  16.31  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.015  0.015  0.107  27.11  19.81  16.142  16.153  16.556  16.144  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.02  0.02  0.104  26.53  19.27  15.291  15.343  15.346  15.302  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.03  0.03  0.101  24.97  17.95  13.875  13.879  13.666  13.876  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.04  0.04  0.1  23.11  16.74  12.896  12.766  12.656  12.867  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.05  0.05  0.101  21.31  15.53  12.197  11.958  11.766  12.143  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.06  0.06  0.102  19.99  14.5  11.684  11.37  11.106  11.613  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.07  0.07  0.106  18.84  13.68  11.269  10.911  10.606  11.187  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.072  0.072  0.107  18.6  13.54  11.189  10.821  10.516  11.105  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.075  0.075  0.108  18.25  13.33  11.08  10.701  10.396  10.993  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
