#Mini MPD Rad MJ_2M MH_2M MK_2M MZ087 MW146 MF213 MHw JH JKs HKs medianJ medianH medianKs sigmaJ sigmaH sigmaKs maxJ maxH maxKs minJ minH minKs medianJH medianJKs medianHKs sigmaJH sigmaJKs sigmaHKs maxJH maxJKs maxHKs minJH minJKs minHKs counts
0.0  0.0  0.114  27.866  26.306  37.636  99.0  27.887  99.0  27.449  1.56  -9.77  -11.33  27.866  26.306  37.636  0.3  0.3  0.3  999.0  999.0  999.0  -999.0  -999.0  -999.0  1.56  -9.77  -11.33  0.2  0.2  0.2  10.0  10.0  10.0  -10.0  -10.0  -10.0  0.0
0.001  0.001  0.117  22.019  22.209  29.086  99.0  22.04  99.0  22.059  -0.19  -7.067  -6.877  22.019  22.209  29.086  0.3  0.3  0.3  999.0  999.0  999.0  -999.0  -999.0  -999.0  -0.19  -7.067  -6.877  0.2  0.2  0.2  10.0  10.0  10.0  -10.0  -10.0  -10.0  0.0
0.002  0.002  0.12  19.841  19.676  23.106  99.0  19.862  99.0  19.804  0.165  -3.265  -3.43  19.841  19.676  23.106  0.3  0.3  0.3  999.0  999.0  999.0  -999.0  -999.0  -999.0  0.165  -3.265  -3.43  0.2  0.2  0.2  10.0  10.0  10.0  -10.0  -10.0  -10.0  0.0
0.003  0.003  0.121  18.731  18.514  20.856  99.0  18.752  99.0  18.682  0.217  -2.125  -2.342  18.731  18.514  20.856  0.3  0.3  0.3  999.0  999.0  999.0  -999.0  -999.0  -999.0  0.217  -2.125  -2.342  0.2  0.2  0.2  10.0  10.0  10.0  -10.0  -10.0  -10.0  0.0
0.004  0.004  0.122  17.835  17.671  19.326  99.0  17.856  99.0  17.799  0.164  -1.491  -1.655  17.835  17.671  19.326  0.3  0.3  0.3  999.0  999.0  999.0  -999.0  -999.0  -999.0  0.164  -1.491  -1.655  0.2  0.2  0.2  10.0  10.0  10.0  -10.0  -10.0  -10.0  0.0
0.005  0.005  0.122  17.141  16.995  18.126  99.0  17.162  99.0  17.109  0.146  -0.985  -1.131  17.141  16.995  18.126  0.3  0.3  0.3  999.0  999.0  999.0  -999.0  -999.0  -999.0  0.146  -0.985  -1.131  0.2  0.2  0.2  10.0  10.0  10.0  -10.0  -10.0  -10.0  0.0
0.006  0.006  0.121  16.642  16.494  17.236  99.0  16.663  99.0  16.609  0.148  -0.594  -0.742  16.642  16.494  17.236  0.3  0.3  0.3  999.0  999.0  999.0  -999.0  -999.0  -999.0  0.148  -0.594  -0.742  0.2  0.2  0.2  10.0  10.0  10.0  -10.0  -10.0  -10.0  0.0
0.007  0.007  0.121  16.111  16.004  16.356  99.0  16.132  99.0  16.087  0.107  -0.245  -0.352  16.111  16.004  16.356  0.3  0.3  0.3  999.0  999.0  999.0  -999.0  -999.0  -999.0  0.107  -0.245  -0.352  0.2  0.2  0.2  10.0  10.0  10.0  -10.0  -10.0  -10.0  0.0
0.008  0.008  0.12  15.721  15.65  15.766  99.0  15.742  99.0  15.705  0.071  -0.045  -0.116  15.721  15.65  15.766  0.3  0.3  0.3  999.0  999.0  999.0  -999.0  -999.0  -999.0  0.071  -0.045  -0.116  0.2  0.2  0.2  10.0  10.0  10.0  -10.0  -10.0  -10.0  0.0
0.009  0.009  0.12  15.292  15.236  15.136  99.0  15.313  99.0  15.28  0.056  0.156  0.1  15.292  15.236  15.136  0.3  0.3  0.3  999.0  999.0  999.0  -999.0  -999.0  -999.0  0.056  0.156  0.1  0.2  0.2  0.2  10.0  10.0  10.0  -10.0  -10.0  -10.0  0.0
0.01  0.01  0.12  14.917  14.868  14.666  99.0  14.938  99.0  14.906  0.049  0.251  0.202  14.917  14.868  14.666  0.3  0.3  0.3  999.0  999.0  999.0  -999.0  -999.0  -999.0  0.049  0.251  0.202  0.2  0.2  0.2  10.0  10.0  10.0  -10.0  -10.0  -10.0  0.0
0.012  0.012  0.129  13.188  12.979  12.736  99.0  13.209  99.0  13.141  0.209  0.452  0.243  13.188  12.979  12.736  0.3  0.3  0.3  999.0  999.0  999.0  -999.0  -999.0  -999.0  0.209  0.452  0.243  0.2  0.2  0.2  10.0  10.0  10.0  -10.0  -10.0  -10.0  0.0
0.015  0.015  0.124  13.035  12.828  12.626  99.0  13.056  99.0  12.989  0.207  0.409  0.202  13.035  12.828  12.626  0.3  0.3  0.3  999.0  999.0  999.0  -999.0  -999.0  -999.0  0.207  0.409  0.202  0.2  0.2  0.2  10.0  10.0  10.0  -10.0  -10.0  -10.0  0.0
0.02  0.02  0.122  12.587  12.348  12.146  99.0  12.608  99.0  12.533  0.239  0.441  0.202  12.587  12.348  12.146  0.3  0.3  0.3  999.0  999.0  999.0  -999.0  -999.0  -999.0  0.239  0.441  0.202  0.2  0.2  0.2  10.0  10.0  10.0  -10.0  -10.0  -10.0  0.0
0.03  0.03  0.126  11.518  11.212  10.876  99.0  11.539  99.0  11.449  0.306  0.642  0.336  11.518  11.212  10.876  0.3  0.3  0.3  999.0  999.0  999.0  -999.0  -999.0  -999.0  0.306  0.642  0.336  0.2  0.2  0.2  10.0  10.0  10.0  -10.0  -10.0  -10.0  0.0
0.04  0.04  0.132  10.892  10.533  10.166  99.0  10.913  99.0  10.81  0.359  0.726  0.367  10.892  10.533  10.166  0.3  0.3  0.3  999.0  999.0  999.0  -999.0  -999.0  -999.0  0.359  0.726  0.367  0.2  0.2  0.2  10.0  10.0  10.0  -10.0  -10.0  -10.0  0.0
0.05  0.05  0.141  10.433  10.032  9.686  99.0  10.454  99.0  10.341  0.401  0.747  0.346  10.433  10.032  9.686  0.3  0.3  0.3  999.0  999.0  999.0  -999.0  -999.0  -999.0  0.401  0.747  0.346  0.2  0.2  0.2  10.0  10.0  10.0  -10.0  -10.0  -10.0  0.0
0.06  0.06  0.15  10.104  9.692  9.346  99.0  10.125  99.0  10.009  0.412  0.758  0.346  10.104  9.692  9.346  0.3  0.3  0.3  999.0  999.0  999.0  -999.0  -999.0  -999.0  0.412  0.758  0.346  0.2  0.2  0.2  10.0  10.0  10.0  -10.0  -10.0  -10.0  0.0
0.07  0.07  0.16  9.823  9.402  9.076  99.0  9.844  99.0  9.726  0.421  0.747  0.326  9.823  9.402  9.076  0.3  0.3  0.3  999.0  999.0  999.0  -999.0  -999.0  -999.0  0.421  0.747  0.326  0.2  0.2  0.2  10.0  10.0  10.0  -10.0  -10.0  -10.0  0.0
0.072  0.072  0.162  9.773  9.352  9.026  99.0  9.794  99.0  9.676  0.421  0.747  0.326  9.773  9.352  9.026  0.3  0.3  0.3  999.0  999.0  999.0  -999.0  -999.0  -999.0  0.421  0.747  0.326  0.2  0.2  0.2  10.0  10.0  10.0  -10.0  -10.0  -10.0  0.0
0.075  0.075  0.166  9.693  9.272  8.946  99.0  9.714  99.0  9.596  0.421  0.747  0.326  9.693  9.272  8.946  0.3  0.3  0.3  999.0  999.0  999.0  -999.0  -999.0  -999.0  0.421  0.747  0.326  0.2  0.2  0.2  10.0  10.0  10.0  -10.0  -10.0  -10.0  0.0
0.09  0.09  0.22  9.52  8.935  8.629  11.334  9.541  8.703  9.382  0.585  0.891  0.306  9.234  8.72  8.491  0.589  0.597  0.612  9.722  9.228  9.014  7.591  7.038  6.809  0.516  0.741  0.227  0.03  0.082  0.059  0.579  0.896  0.325  0.45  0.583  0.133  308.0
0.093  0.093  0.223  9.459  8.874  8.567  11.272  9.48  8.642  9.321  0.585  0.892  0.307  9.28  8.769  8.497  0.521  0.519  0.528  9.773  9.199  8.882  7.838  7.288  6.929  0.561  0.893  0.322  0.027  0.088  0.065  0.576  0.904  0.349  0.496  0.644  0.148  25.0
0.1  0.1  0.229  9.32  8.734  8.428  11.133  9.34  8.503  9.182  0.586  0.892  0.306  9.067  8.543  8.336  0.578  0.585  0.601  9.542  9.022  8.825  7.446  6.886  6.675  0.527  0.738  0.205  0.027  0.081  0.059  0.58  0.897  0.326  0.474  0.615  0.141  250.0
0.101  0.101  0.23  9.305  8.72  8.414  11.118  9.326  8.489  9.167  0.585  0.891  0.306  8.696  8.157  7.967  0.645  0.663  0.669  9.356  8.856  8.668  7.435  6.88  6.696  0.539  0.733  0.19  0.026  0.046  0.035  0.554  0.768  0.25  0.476  0.619  0.143  7.0
0.111  0.111  0.24  9.133  8.547  8.243  10.884  9.145  8.315  8.995  0.586  0.89  0.304  8.893  8.38  8.168  0.481  0.491  0.499  9.268  8.754  8.545  7.842  7.288  7.103  0.521  0.738  0.202  0.017  0.051  0.045  0.55  0.799  0.274  0.497  0.649  0.152  8.0
0.12  0.12  0.247  9.011  8.423  8.122  10.683  9.011  8.191  8.872  0.588  0.889  0.301  8.785  8.245  8.044  0.551  0.554  0.564  9.227  8.678  8.463  7.199  6.632  6.427  0.541  0.746  0.203  0.022  0.072  0.054  0.585  0.894  0.318  0.502  0.656  0.154  230.0
0.14  0.14  0.263  8.772  8.182  7.888  10.334  8.757  7.952  8.633  0.59  0.884  0.294  8.553  8.012  7.807  0.509  0.513  0.52  8.962  8.413  8.191  6.983  6.413  6.201  0.548  0.752  0.201  0.019  0.065  0.049  0.587  0.887  0.308  0.516  0.679  0.163  224.0
0.142  0.141  0.264  8.754  8.165  7.871  10.31  8.738  7.935  8.615  0.589  0.883  0.294  8.754  8.165  7.871  0.3  0.3  0.3  999.0  999.0  999.0  -999.0  -999.0  -999.0  0.589  0.883  0.294  0.2  0.2  0.2  10.0  10.0  10.0  -10.0  -10.0  -10.0  0.0
0.16  0.16  0.279  8.562  7.971  7.684  10.033  8.534  7.744  8.422  0.591  0.878  0.287  8.391  7.836  7.603  0.443  0.446  0.449  8.747  8.195  7.962  6.798  6.223  6.025  0.551  0.754  0.2  0.018  0.058  0.044  0.59  0.88  0.297  0.524  0.693  0.169  212.0
0.2  0.2  0.308  8.219  7.624  7.349  9.563  8.173  7.403  8.078  0.595  0.87  0.275  8.072  7.522  7.315  0.364  0.365  0.361  8.398  7.818  7.579  6.492  5.91  5.714  0.557  0.758  0.2  0.017  0.05  0.035  0.594  0.87  0.28  0.529  0.702  0.173  196.0
0.221  0.221  0.322  8.07  7.473  7.204  9.367  8.017  7.256  7.929  0.597  0.866  0.269  8.07  7.473  7.204  0.3  0.3  0.3  999.0  999.0  999.0  -999.0  -999.0  -999.0  0.597  0.866  0.269  0.2  0.2  0.2  10.0  10.0  10.0  -10.0  -10.0  -10.0  0.0
